Date,open,high,low,close,adj_close,volume
2007-02-07,45.000000,109.699997,45.000000,100.000000,96.865204,29577900
2007-02-08,109.000000,121.099998,101.000000,113.599998,110.038864,12606900
2007-02-09,112.449997,113.449997,93.550003,98.150002,95.073196,4437000
2007-02-12,94.000000,110.900002,81.000000,106.250000,102.919273,8212600
2007-02-13,98.699997,108.900002,92.250000,100.099998,96.962067,5369500
2007-02-14,97.900002,102.900002,95.099998,98.500000,95.412224,2125300
2007-02-15,99.000000,110.500000,99.000000,105.599998,102.289650,3551400
2007-02-19,105.800003,107.900002,96.550003,98.449997,95.363785,1717200
2007-02-20,98.949997,103.199997,95.500000,96.250000,93.232758,1298200
2007-02-21,97.000000,100.800003,96.000000,96.750000,93.717079,1018229
2007-02-22,97.050003,97.849998,90.550003,91.300003,88.437935,512200
2007-02-23,92.000000,92.349998,77.050003,77.900002,75.457993,940900
2007-02-26,77.000000,79.199997,70.250000,72.300003,70.033546,576774
2007-02-27,72.000000,84.349998,70.000000,81.000000,78.460815,1813032
2007-02-28,77.000000,77.000000,67.699997,73.150002,70.856895,813000
2007-03-01,73.699997,78.650002,72.150002,73.500000,71.195923,303600
2007-03-02,73.949997,77.500000,70.000000,71.099998,68.871155,297000
2007-03-05,67.000000,70.000000,61.450001,62.200001,60.250156,233200
2007-03-06,62.250000,67.500000,61.000000,62.750000,60.782913,304300
2007-03-07,65.900002,66.300003,55.000000,56.150002,54.389812,250200
2007-03-08,57.000000,60.700001,53.650002,58.450001,56.617710,294932
2007-03-09,59.900002,63.700001,55.250000,59.750000,57.876957,330600
2007-03-12,60.000000,62.599998,57.750000,60.799999,58.894043,262900
2007-03-13,62.000000,63.900002,58.500000,62.049999,60.104855,227500
2007-03-14,59.500000,60.750000,57.200001,59.200001,57.344200,96300
2007-03-15,61.500000,66.250000,60.599998,61.500000,59.572098,293600
2007-03-16,63.000000,63.500000,58.549999,59.450001,57.586361,113700
2007-03-19,60.000000,62.000000,58.750000,59.849998,57.973820,95600
2007-03-20,61.500000,62.900002,59.349998,59.750000,57.876957,115200
2007-03-21,60.099998,60.349998,57.700001,58.299999,56.472412,68600
2007-03-22,60.200001,61.700001,59.000000,59.349998,57.489494,107000
2007-03-23,60.950001,61.700001,58.599998,59.349998,57.489494,86600
2007-03-26,59.950001,61.150002,57.299999,58.099998,56.278679,89300
2007-03-28,57.150002,57.599998,54.900002,55.349998,53.614887,57100
2007-03-29,55.299999,56.000000,54.200001,55.150002,53.421162,60100
2007-03-30,56.250000,56.500000,54.599998,54.849998,53.130562,49800
2007-04-02,54.000000,54.000000,50.299999,51.099998,49.498116,54500
2007-04-03,51.500000,52.700001,50.500000,51.349998,49.740280,61200
2007-04-04,52.000000,52.900002,48.000000,50.799999,49.207520,43000
2007-04-05,51.900002,51.900002,50.000000,50.500000,48.916927,52300
2007-04-09,51.000000,53.700001,50.500000,52.099998,50.466766,149300
2007-04-10,53.500000,54.000000,51.900002,52.349998,50.708931,68000
2007-04-11,52.200001,54.000000,52.200001,52.700001,51.047962,86500
2007-04-12,51.599998,52.400002,51.500000,51.849998,50.224606,28400
2007-04-13,53.500000,57.099998,51.200001,54.650002,52.936832,213600
2007-04-16,56.400002,65.599998,55.250000,62.250000,60.298588,511700
2007-04-17,68.000000,74.699997,64.000000,72.699997,70.420998,1641800
2007-04-18,73.150002,74.599998,65.000000,66.550003,64.463791,771400
2007-04-19,64.900002,66.500000,63.500000,65.050003,63.010815,239000
2007-04-20,65.699997,67.949997,64.150002,64.900002,62.865517,137500
2007-04-23,66.500000,67.400002,63.200001,63.799999,61.799999,146400
2007-04-24,64.000000,64.650002,61.500000,62.200001,60.250156,89900
2007-04-25,63.000000,68.449997,60.799999,66.949997,64.851250,646400
2007-04-26,67.000000,67.949997,62.700001,63.200001,61.218807,256600
2007-04-27,60.000000,60.950001,56.900002,59.150002,57.295769,168400
2007-04-30,58.200001,61.650002,57.000000,60.000000,58.119122,94900
2007-05-03,62.000000,62.500000,60.500000,60.750000,58.845608,114300
2007-05-04,60.599998,61.250000,59.049999,59.250000,57.392632,60700
2007-05-07,60.900002,60.900002,57.650002,58.099998,56.278679,89200
2007-05-08,59.000000,59.000000,57.000000,57.250000,55.455326,38900
2007-05-09,58.000000,60.200001,55.500000,58.000000,56.181816,163500
2007-05-10,58.950001,59.750000,58.000000,58.099998,56.278679,57100
2007-05-11,58.000000,58.000000,56.200001,56.799999,55.019432,37500
2007-05-14,59.000000,59.250000,57.000000,57.099998,55.310028,34000
2007-05-15,58.000000,58.450001,56.500000,57.250000,55.455326,48800
2007-05-16,57.900002,60.950001,57.250000,59.500000,57.634796,217100
2007-05-17,60.099998,62.900002,58.650002,59.349998,57.489494,138900
2007-05-18,58.700001,59.849998,57.500000,58.049999,56.230247,48300
2007-05-21,59.000000,59.900002,58.150002,58.900002,57.053604,41200
2007-05-22,59.000000,59.900002,57.200001,57.650002,55.842789,33700
2007-05-23,58.500000,59.500000,57.099998,57.549999,55.745922,43300
2007-05-24,58.200001,60.400002,55.799999,58.599998,56.763008,115200
2007-05-25,56.400002,59.500000,56.400002,58.650002,56.811443,56100
2007-05-28,59.900002,61.799999,58.500000,60.200001,58.312851,227000
2007-05-29,60.200001,64.000000,60.200001,61.000000,59.087772,199900
2007-05-30,60.500000,61.450001,59.000000,59.250000,57.392632,45400
2007-05-31,59.900002,60.599998,58.000000,58.450001,56.617710,48600
2007-06-01,59.150002,59.400002,57.400002,57.750000,55.939655,38965
2007-06-04,59.000000,59.000000,56.549999,56.900002,55.116302,37600
2007-06-05,58.000000,58.000000,56.500000,56.799999,55.019432,14500
2007-06-06,56.000000,57.900002,55.500000,55.849998,54.099213,35800
2007-06-07,57.000000,57.000000,55.000000,55.200001,53.469593,27400
2007-06-08,55.000000,55.000000,53.500000,54.000000,52.307209,27000
2007-06-11,54.900002,55.650002,54.049999,54.099998,52.404072,18300
2007-06-12,54.000000,54.500000,52.099998,52.200001,50.563637,24100
2007-06-13,53.000000,53.000000,51.299999,51.849998,50.224606,22000
2007-06-14,52.900002,53.000000,51.599998,52.299999,50.660500,14300
2007-06-15,53.849998,55.700001,52.500000,54.250000,52.549370,56000
2007-06-18,53.299999,56.349998,52.150002,53.700001,52.016613,49700
2007-06-19,52.900002,54.000000,52.299999,53.200001,51.532288,27300
2007-06-20,53.799999,53.799999,52.099998,52.250000,50.612068,30600
2007-06-21,50.200001,52.750000,50.200001,51.150002,49.546551,23500
2007-06-22,51.150002,52.150002,49.000000,51.099998,49.498116,15500
2007-06-25,51.500000,53.000000,50.000000,52.349998,50.708931,27700
2007-06-26,52.950001,52.950001,51.750000,51.849998,50.224606,17500
2007-06-27,52.049999,52.450001,50.500000,51.150002,49.546551,14800
2007-06-28,51.900002,52.000000,51.000000,51.500000,49.885578,13600
2007-06-29,50.599998,53.650002,50.599998,51.299999,49.691849,41000
2007-07-02,51.000000,51.650002,50.549999,50.849998,49.255955,27300
2007-07-03,51.500000,51.799999,50.650002,50.950001,49.352821,27300
