Date,open,high,low,close,adj_close,volume
2011-03-30,26.750000,27.000000,23.500000,24.900000,19.187504,36735852
2011-03-31,24.950001,25.450001,24.450001,24.650000,18.994858,3261414
2011-04-01,24.500000,24.799999,23.850000,24.100000,18.571039,1403306
2011-04-04,24.200001,24.250000,23.549999,23.750000,18.301336,1156800
2011-04-05,23.900000,23.900000,23.200001,23.500000,18.108688,1190100
2011-04-06,23.600000,23.600000,22.799999,22.900000,17.646341,1557273
2011-04-07,23.000000,23.000000,22.400000,22.500000,17.338106,1891121
2011-04-08,22.500000,24.100000,22.500000,23.400000,18.031631,1720743
2011-04-11,23.950001,25.000000,22.900000,23.000000,17.723400,815257
2011-04-13,23.100000,23.350000,22.600000,22.700001,17.492224,981200
2011-04-15,22.850000,22.850000,22.150000,22.299999,17.183992,1201100
2011-04-18,22.400000,22.500000,22.000000,22.049999,16.991344,758335
2011-04-19,21.950001,22.150000,21.450001,21.500000,16.567526,824303
2011-04-20,21.650000,22.799999,21.600000,22.650000,17.453697,753867
2011-04-21,22.850000,23.200001,22.000000,22.200001,17.106934,294430
2011-04-25,22.200001,22.200001,21.650000,21.750000,16.760172,180791
2011-04-26,21.700001,21.799999,21.400000,21.650000,16.683113,305469
2011-04-27,21.799999,22.250000,21.600000,22.000000,16.952818,299629
2011-04-28,22.049999,22.450001,21.900000,22.200001,17.106934,359000
2011-04-29,22.200001,22.200001,21.600000,21.650000,16.683113,206500
2011-05-02,21.750000,21.850000,21.200001,21.250000,16.374882,163861
2011-05-03,21.549999,21.600000,20.549999,20.600000,15.874002,312987
2011-05-04,20.850000,20.850000,19.650000,19.900000,15.334593,396500
2011-05-05,20.000000,20.299999,19.750000,19.799999,15.257534,256018
2011-05-06,20.000000,20.000000,19.500000,19.600000,15.103417,215210
2011-05-09,19.950001,19.950001,19.100000,19.100000,14.718126,230900
2011-05-10,19.250000,19.400000,18.799999,18.900000,14.564010,279778
2011-05-11,19.000000,19.500000,18.799999,19.350000,14.910772,287998
2011-05-12,19.299999,19.400000,19.000000,19.200001,14.795185,182632
2011-05-13,19.200001,19.200001,18.900000,19.100000,14.718126,102000
2011-05-16,19.100000,19.150000,18.700001,18.700001,14.409895,117503
2011-05-17,18.400000,18.799999,17.799999,17.950001,13.831958,358716
2011-05-18,18.049999,18.200001,17.600000,17.799999,13.716369,186229
2011-05-19,17.900000,17.900000,17.500000,17.750000,13.677841,136676
2011-05-20,17.799999,18.250000,17.700001,17.950001,13.831958,169956
2011-05-23,18.100000,18.200001,17.549999,17.700001,13.639312,119093
2011-05-24,17.700001,18.100000,17.299999,17.400000,13.408136,192785
2011-05-25,17.500000,17.799999,17.150000,17.400000,13.408136,136631
2011-05-26,17.549999,17.700001,17.100000,17.150000,13.215490,182425
2011-05-27,17.299999,17.450001,17.049999,17.100000,13.176962,164423
2011-05-30,17.200001,17.650000,17.150000,17.549999,13.523724,110241
2011-05-31,17.650000,17.799999,17.350000,17.650000,13.600781,87207
2011-06-01,17.650000,18.549999,17.500000,18.400000,14.178719,271403
2011-06-02,18.150000,18.750000,18.100000,18.549999,14.294306,195747
2011-06-03,18.500000,18.950001,18.150000,18.600000,14.332836,168381
2011-06-06,18.850000,18.950001,18.549999,18.799999,14.486953,78909
2011-06-07,18.650000,19.000000,18.400000,18.500000,14.255778,129022
2011-06-08,18.549999,18.600000,18.250000,18.350000,14.140191,72033
2011-06-09,18.450001,18.450001,18.000000,18.049999,13.909015,55497
2011-06-10,18.299999,18.850000,17.799999,18.000000,13.870487,88421
2011-06-13,17.950001,18.450001,17.950001,18.400000,14.178719,119648
2011-06-14,18.450001,18.750000,18.150000,18.299999,14.101660,220861
2011-06-15,18.299999,18.299999,17.950001,17.950001,13.831958,111001
2011-06-16,17.850000,17.950001,17.500000,17.650000,13.600781,114592
2011-06-17,17.549999,17.700001,17.150000,17.250000,13.292548,120000
2011-06-20,17.450001,17.549999,16.850000,16.950001,13.061375,246599
2011-06-21,17.049999,17.100000,16.549999,16.600000,12.791670,133487
2011-06-22,16.950001,16.950001,16.000000,16.049999,12.367849,220409
2011-06-23,16.400000,16.400000,16.000000,16.049999,12.367849,89130
2011-06-24,16.150000,16.400000,16.049999,16.299999,12.560495,88859
2011-06-27,16.299999,17.400000,16.150000,17.100000,13.176962,129887
2011-06-28,17.000000,17.799999,16.750000,17.700001,13.639312,204385
2011-06-29,17.650000,17.750000,17.350000,17.450001,13.446667,132882
2011-06-30,17.549999,17.799999,17.299999,17.549999,13.523724,71443
2011-07-01,17.500000,17.700001,17.200001,17.500000,13.485194,111533
2011-07-04,17.650000,17.799999,17.299999,17.750000,13.677841,147104
2011-07-05,17.650000,17.750000,17.500000,17.650000,13.600781,50462
2011-07-06,17.650000,17.750000,17.400000,17.650000,13.600781,47621
2011-07-07,17.750000,17.750000,17.500000,17.549999,13.523724,56061
2011-07-08,17.650000,17.799999,17.500000,17.500000,13.485194,72409
2011-07-11,17.600000,17.750000,17.350000,17.650000,13.600781,91542
2011-07-12,17.600000,17.600000,17.350000,17.400000,13.408136,41289
2011-07-13,17.500000,17.500000,17.250000,17.250000,13.292548,34702
2011-07-14,17.350000,18.549999,17.100000,18.250000,14.063132,488819
2011-07-15,18.549999,18.750000,18.000000,18.250000,14.063132,189617
2011-07-18,18.100000,18.400000,18.000000,18.200001,14.024604,118018
2011-07-19,18.250000,18.500000,18.000000,18.350000,14.140191,67668
2011-07-20,18.350000,18.650000,18.000000,18.049999,13.909015,168321
2011-07-21,18.049999,18.200001,17.799999,17.950001,13.831958,62111
2011-07-22,17.799999,18.350000,17.750000,18.200001,14.024604,108834
2011-07-25,18.000000,18.650000,18.000000,18.400000,14.178719,160990
2011-07-26,18.400000,20.850000,18.299999,19.600000,15.103417,1062510
2011-07-27,20.450001,23.549999,19.100000,19.350000,14.910772,338794
2011-07-28,19.350000,19.350000,18.650000,18.950001,14.602540,119443
2011-07-29,18.950001,19.350000,18.400000,18.500000,14.255778,116115
2011-08-01,18.650000,18.900000,18.150000,18.350000,14.140191,119803
2011-08-02,18.350000,18.799999,18.100000,18.500000,14.255778,161049
2011-08-03,18.100000,18.600000,17.750000,18.450001,14.217250,128920
2011-08-04,18.150000,18.549999,18.150000,18.350000,14.140191,113964
2011-08-05,18.000000,18.049999,17.000000,17.799999,13.716369,306556
2011-08-08,17.549999,18.400000,17.100000,18.250000,14.063132,398610
2011-08-09,17.549999,18.150000,17.150000,18.000000,13.870487,255471
2011-08-10,18.200001,18.549999,18.049999,18.299999,14.101660,86495
2011-08-11,18.500000,18.500000,18.049999,18.299999,14.101660,67418
2011-08-12,18.200001,18.400000,18.049999,18.150000,13.986074,73982
2011-08-16,18.350000,18.400000,18.000000,18.100000,13.947543,90679
2011-08-17,18.000000,18.150000,17.500000,18.000000,13.870487,164098
2011-08-18,18.000000,18.100000,17.650000,17.850000,13.754899,238520
2011-08-19,16.850000,17.850000,16.850000,17.500000,13.485194,206752
2011-08-22,17.950001,17.950001,14.000000,17.500000,13.485194,1219992
2011-08-23,17.200001,17.600000,17.100000,17.400000,13.408136,416050
2011-08-24,17.500000,17.650000,17.100000,17.250000,13.292548,30462
2011-08-25,17.299999,17.549999,16.600000,16.700001,12.868731,82156
2011-08-26,16.750000,16.950001,16.049999,16.150000,12.444908,129529
2011-08-29,16.600000,16.900000,16.049999,16.750000,12.907258,104096
2011-08-30,16.900000,17.100000,16.299999,16.500000,12.714614,120488
2011-09-02,16.500000,16.750000,15.550000,16.100000,12.406380,175451
2011-09-05,16.000000,16.350000,15.650000,16.200001,12.483438,99555
2011-09-06,16.850000,16.850000,16.049999,16.200001,12.483438,57578
2011-09-07,16.600000,17.000000,16.299999,16.600000,12.791670,64854
2011-09-08,16.600000,16.900000,16.400000,16.450001,12.676084,83139
