Date,open,high,low,close,adj_close,volume
2000-01-03,15.422200,15.744400,15.000000,15.744400,0.000792,25322175
2000-01-04,15.866700,16.200001,15.428900,15.830000,0.000796,32068665
2000-01-05,15.916700,16.864401,14.666700,16.137800,0.000812,62196705
2000-01-06,16.466700,17.428900,16.466700,17.428900,0.000877,32472810
2000-01-07,18.497801,18.823299,18.311100,18.823299,0.000947,10404405
2000-01-10,20.247801,20.330000,19.444401,20.330000,0.001023,54891810
2000-01-11,20.044399,21.155600,19.246700,19.637800,0.000988,106926930
2000-01-12,20.111099,20.533300,19.340000,19.741100,0.000993,27736470
2000-01-13,20.000000,20.799999,19.355600,19.549999,0.000983,30018285
2000-01-14,19.553301,20.082199,19.182199,19.723301,0.000992,25892145
2000-01-17,20.110001,20.110001,18.145599,18.163300,0.000914,79375635
2000-01-18,17.911100,18.444401,17.688900,18.252199,0.000918,36333945
2000-01-19,18.444401,18.844400,17.799999,18.357800,0.000923,19189800
2000-01-20,18.444401,18.444401,17.304399,17.468901,0.000879,21826980
2000-01-21,17.444401,18.797800,17.444401,18.478901,0.000929,54041490
2000-01-24,18.577801,19.066700,17.388901,17.610001,0.000886,69614775
2000-01-25,17.333300,17.333300,16.201099,16.212200,0.000815,55845675
2000-01-26,null,null,null,null,null,null
2000-01-27,16.688900,17.510000,15.111100,17.307800,0.000871,84060675
2000-01-28,17.044399,17.044399,15.923300,15.982200,0.000804,57447135
2000-01-31,15.800000,16.177799,15.222200,15.382200,0.000774,44699445
2000-02-01,15.488900,16.038900,15.355600,15.590000,0.000784,51973560
2000-02-02,16.000000,16.282200,15.822200,15.867800,0.000798,27027315
2000-02-03,16.022200,16.133301,15.666700,15.757800,0.000793,16067520
2000-02-04,15.844400,15.995600,15.355600,15.455600,0.000777,19718640
2000-02-07,15.744400,16.692200,15.744400,16.606701,0.000835,43533990
2000-02-08,16.913300,17.733299,16.799999,16.961100,0.000853,43611480
2000-02-09,17.431101,18.318899,17.155600,18.318899,0.000921,30496320
2000-02-10,19.784401,19.784401,19.784401,19.784401,0.000995,914535
2000-02-11,21.367800,21.367800,21.367800,21.367800,0.001075,1949355
2000-02-14,22.186701,23.044399,20.044399,20.723301,0.001042,50505660
2000-02-15,20.555599,22.381100,20.222200,22.366699,0.001125,66075660
2000-02-16,22.879999,23.711100,21.666700,22.160000,0.001115,73780875
2000-02-17,22.200001,23.442200,22.045601,22.891100,0.001151,86617935
2000-02-18,23.000000,23.333300,21.059999,21.262199,0.001069,49126365
2000-02-21,22.000000,22.400000,21.333300,21.775600,0.001095,43757370
2000-02-22,21.888901,22.196699,20.502199,20.917801,0.001052,48984435
2000-02-23,21.133301,22.200001,19.244400,19.245600,0.000968,32153490
2000-02-24,19.244400,19.555599,18.022200,18.726700,0.000942,26776935
2000-02-25,19.304399,19.304399,17.799999,18.003300,0.000906,15433560
2000-02-28,18.222200,18.641100,17.468901,17.855600,0.000898,15017760
2000-02-29,18.000000,18.200001,16.427799,16.596701,0.000835,58583295
2000-03-01,16.446699,17.422199,15.777800,16.750000,0.000842,39355560
2000-03-02,16.911100,17.333300,15.875600,16.102200,0.000810,48140865
2000-03-03,16.355600,16.355600,14.814400,15.007800,0.000755,31347810
2000-03-06,15.488900,16.208900,15.488900,16.208900,0.000815,21424815
2000-03-07,16.555599,17.505600,16.266701,17.346701,0.000872,42953940
2000-03-08,18.222200,18.734400,17.333300,17.945601,0.000903,36740205
2000-03-09,18.111099,18.822201,17.491100,18.415600,0.000926,40036455
2000-03-10,18.665600,19.266701,18.001101,18.608900,0.000936,30569670
2000-03-13,19.266701,20.097799,17.777800,18.423300,0.000927,50532345
2000-03-14,18.333300,19.511101,17.577801,19.088900,0.000960,50349870
2000-03-15,19.111099,19.444401,18.355600,18.926701,0.000952,20189790
2000-03-16,19.088900,19.088900,17.413300,17.458900,0.000878,21512565
2000-03-17,null,null,null,null,null,null
2000-03-20,null,null,null,null,null,null
2000-03-21,17.222200,17.508900,16.062201,16.114401,0.000811,17817120
2000-03-22,16.555599,17.111099,16.355600,16.454399,0.000828,20216160
2000-03-23,16.597799,16.617800,15.488900,15.661100,0.000788,13446405
2000-03-24,15.822200,16.288900,15.822200,16.031099,0.000806,11628765
2000-03-27,16.108900,16.266701,15.778900,16.011101,0.000805,10973475
2000-03-28,16.044399,16.086700,15.381100,15.598900,0.000785,17347905
2000-03-29,16.000000,16.666700,15.822200,16.070000,0.000808,15639570
2000-03-30,16.219999,16.755600,15.800000,16.003300,0.000805,27174420
2000-03-31,15.800000,16.707800,15.777800,16.476700,0.000829,26376660
2000-04-03,16.442200,17.795601,16.023300,17.711100,0.000891,77401125
2000-04-04,17.444401,17.444401,16.294399,16.294399,0.000820,26158905
2000-04-05,15.111100,16.444401,15.001100,15.527800,0.000781,31782105
2000-04-06,15.666700,15.800000,14.357800,15.173300,0.000763,19412370
2000-04-07,15.155600,16.308901,15.155600,16.243299,0.000817,48931065
